"player_name","name_in_home_country","date_of_birth","place_of_birth","age","height","citizenship","position","foot","player_agent","current_club","joined","contract_expires","date_of_last_contract_extension","outfitter","instagram","player_valuation","max_player_valuation","max_player_valuation_date","URL","contract_option","na","on_loan_from","contract_there_expires","twitter","facebook","x2nd_club","full_name","website","x3nd_club","date_of_death"
"Stelios Tzortzinakis","<U+03A3><U+03C4><U+03AD><U+03BB><U+03B9><U+03BF><U+03C2> <U+03A4><U+03B6><U+03C9><U+03C1><U+03C4><U+03B6><U+03B9><U+03BD><U+03AC><U+03BA><U+03B7><U+03C2>","2003-04-09","Rethymno","19",1.79,"Greece","Attack - Centre-Forward","right",NA,"AO Episkopi Rethymnou","2020-09-01","2023-06-30","2022-08-30",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/stelios-tzortzinakis/profil/spieler/877572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilios Kafetzis","<U+0392><U+03B1><U+03C3><U+03AF><U+03BB><U+03B5><U+03B9><U+03BF><U+03C2> <U+039A><U+03B1><U+03C6><U+03B5><U+03C4><U+03B6><U+03AE><U+03C2>","2004-08-30","Rethymno","18",1.77,"Greece","Attack - Right Winger","right",NA,"AO Episkopi Rethymnou","2021-03-01","2023-06-30","2022-08-30",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/vasilios-kafetzis/profil/spieler/877588",NA,NA,NA,NA,NA,NA,"AO Episkopi Rethymnou U19 (#11)",NA,NA,NA,NA
"Anastasios Karagiozis","<U+0391><U+03BD><U+03B1><U+03C3><U+03C4><U+03AC><U+03C3><U+03B9><U+03BF><U+03C2> <U+039A><U+03B1><U+03C1><U+03B1><U+03B3><U+03BA><U+03B9><U+03CC><U+03B6><U+03B7><U+03C2>","1997-06-20","Katerini","25",1.95,"Greece","Goalkeeper",NA,NA,"FS Kozani","2022-10-31","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/anastasios-karagiozis/profil/spieler/399360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konstantinos Peristeridis","<U+039A><U+03C9><U+03BD><U+03C3><U+03C4><U+03B1><U+03BD><U+03C4><U+03AF><U+03BD><U+03BF><U+03C2> <U+03A0><U+03B5><U+03C1><U+03B9><U+03C3><U+03C4><U+03B5><U+03C1><U+03AF><U+03B4><U+03B7><U+03C2>","1991-07-05","Chania","31",1.95,"Greece","Goalkeeper","right","Sportfront Global","GS Ilioupolis","2022-08-17","2023-06-30",NA,NA,NA,NA,NA,"2013-02-10","https://www.transfermarkt.com/konstantinos-peristeridis/profil/spieler/160893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petros Kaloutsikidis","<U+03A0><U+03AD><U+03C4><U+03C1><U+03BF><U+03C2> <U+039A><U+03B1><U+03BB><U+03BF><U+03C5><U+03C4><U+03C3><U+03B9><U+03BA><U+03AF><U+03B4><U+03B7><U+03C2>","2001-03-28","Thessaloniki","21",1.76,"Greece","Defender - Right-Back","right","Rosko Company","AE Larisa","2022-09-01","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/petros-kaloutsikidis/profil/spieler/613704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manolis Aliatidis","<U+039C><U+03B1><U+03BD><U+03CE><U+03BB><U+03B7><U+03C2> <U+0391><U+03BB><U+03B9><U+03B1><U+03C4><U+03AF><U+03B4><U+03B7><U+03C2>","1995-02-05","Ptolemaida","28",1.85,"Greece","Defender - Centre-Back","left",NA,"Anagennisi Karditsas","2022-08-02","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/manolis-aliatidis/profil/spieler/445971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Tsiboukas","<U+0398><U+03C9>�<U+03AC><U+03C2> <U+03A4><U+03C3><U+03B9>�<U+03C0><U+03BF><U+03CD><U+03BA><U+03B1><U+03C2>",NA,"Lofos Pierias","24",1.85,"Greece","Defender - Centre-Back","right",NA,"Almopos Arideas","2022-09-02","2023-06-30",NA,"adidas",NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/thomas-tsiboukas/profil/spieler/353274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilias Polimos","<U+0397><U+03BB><U+03AF><U+03B1><U+03C2> <U+03A0><U+03BF><U+03BB><U+03AF>�<U+03BF><U+03C2>","1995-09-01","Kalamata","27",1.86,"Greece","Defender - Right-Back","right",NA,"Without Club","2023-01-31",NA,NA,NA,NA,NA,NA,"2019-06-11","https://www.transfermarkt.com/ilias-polimos/profil/spieler/255682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sotiris Balafas","<U+03A3><U+03C9><U+03C4><U+03AE><U+03C1><U+03B7><U+03C2> <U+039C><U+03C0><U+03B1><U+03BB><U+03AC><U+03C6><U+03B1><U+03C2>","1986-08-19","Arta","36",1.88,"Greece","Defender - Centre-Back","right",NA,"Without Club","2022-07-01",NA,NA,NA,NA,NA,1500000,"2008-10-24","https://www.transfermarkt.com/sotiris-balafas/profil/spieler/31348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angelos Argyris","<U+0386><U+03B3><U+03B3><U+03B5><U+03BB><U+03BF><U+03C2> <U+0391><U+03C1><U+03B3><U+03CD><U+03C1><U+03B7><U+03C2>","1994-05-06","Volos","28",1.84,"Greece","Defender - Centre-Back","right","teamplayer Sportmanagement","AS Agia Anna","2023-01-14","2023-06-30",NA,NA,NA,NA,NA,"2014-11-11","https://www.transfermarkt.com/angelos-argyris/profil/spieler/238762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonis Theodoropoulos","<U+0391><U+03BD><U+03C4><U+03CE><U+03BD><U+03B7><U+03C2> <U+0398><U+03B5><U+03BF><U+03B4><U+03C9><U+03C1><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","2001-08-11",NA,"21",NA,"Greece","Defender - Left-Back",NA,NA,"Olympiakos Volou","2022-07-07","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/antonis-theodoropoulos/profil/spieler/776938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theodoros Papadopoulos","<U+0398><U+03B5><U+03CC><U+03B4><U+03C9><U+03C1><U+03BF><U+03C2> <U+03A0><U+03B1><U+03C0><U+03B1><U+03B4><U+03CC><U+03C0><U+03BF><U+03C5><U+03BB><U+03BF><U+03C2>","1987-08-11","Thessaloniki","35",1.77,"Greece","Defender - Left-Back","left",NA,"Pyrasos Neas Agchialou","2021-08-10",NA,NA,NA,NA,NA,NA,"2009-05-01","https://www.transfermarkt.com/theodoros-papadopoulos/profil/spieler/42937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achilleas Salamouras","<U+0391><U+03C7><U+03B9><U+03BB><U+03BB><U+03AD><U+03B1><U+03C2> <U+03A3><U+03B1><U+03BB><U+03B1>�<U+03BF><U+03CD><U+03C1><U+03B1><U+03C2>","2000-01-15","Volos","23",1.75,"Greece","midfield - Central Midfield","right","LA Football Consulting","PAOK Thessaloniki B","2021-07-01","2023-06-30","2022-06-30",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/achilleas-salamouras/profil/spieler/464533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesat Mece","Nesat Me�e / <U+039D><U+03B5><U+03C3><U+03AC><U+03C4> <U+039C><U+03AD><U+03C4><U+03C3><U+03B5>","1995-08-11","Ersek�","27",1.84,"Albania Greece","midfield - Defensive Midfield","right",NA,"Niki Volou","2020-08-26","2023-06-30","2022-08-01",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/nesat-mece/profil/spieler/336086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Dom�nguez","Jordan Dom�nguez Raj�","1995-01-31","Salvaterra","28",1.77,"Spain","midfield - Central Midfield","right","Bah�a Internacional","SD Compostela","2021-07-12","2023-06-30",NA,NA,NA,NA,NA,"2016-08-01","https://www.transfermarkt.com/jordan-dominguez/profil/spieler/212850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucas Bossio",NA,"1990-03-06","Wenceslao Escalante","32",1.79,"Argentina","midfield - Defensive Midfield","right","PANDA SPORT MANAGEMENT","Iraklis Larisas","2023-01-01","2023-06-30",NA,NA,NA,NA,NA,"2019-04-28","https://www.transfermarkt.com/lucas-bossio/profil/spieler/434723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitrios Ziakas","<U+0394><U+03B7>�<U+03AE><U+03C4><U+03C1><U+03B9><U+03BF><U+03C2> <U+0396><U+03B9><U+03AC><U+03BA><U+03B1><U+03C2>","2000-04-06",NA,"22",NA,"Greece","midfield - Attacking Midfield",NA,"Achilleas Hatzinicolaou","Apollon Larisas","2021-08-05","2023-06-30","2022-07-19",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/dimitrios-ziakas/profil/spieler/537470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Kostikos","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039A><U+03C9><U+03C3><U+03C4><U+03AF><U+03BA><U+03BF><U+03C2>","1997-10-20","Thessaloniki","25",1.85,"Greece","midfield","right",NA,"Poseidon Neas Michanionas","2022-08-06","2023-06-30",NA,NA,NA,NA,NA,"2021-03-08","https://www.transfermarkt.com/georgios-kostikos/profil/spieler/342895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vasilios Petsis","<U+0392><U+03B1><U+03C3><U+03AF><U+03BB><U+03B5><U+03B9><U+03BF><U+03C2> <U+03A0><U+03AD><U+03C4><U+03C3><U+03B7><U+03C2>","1998-04-06",NA,"24",NA,"Greece","midfield - Attacking Midfield",NA,NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/vasilios-petsis/profil/spieler/836888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonis Mavrozoumis","<U+0391><U+03BD><U+03C4><U+03CE><U+03BD><U+03B7><U+03C2> <U+039C><U+03B1><U+03C5><U+03C1><U+03BF><U+03B6><U+03BF><U+03CD>�<U+03B7><U+03C2>","2002-03-23",NA,"20",1.88,"Greece","midfield - Attacking Midfield",NA,NA,"AE Dimitra Efxinoupolis","2021-08-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/antonis-mavrozoumis/profil/spieler/776803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikolaos Petrakis","<U+039D><U+03B9><U+03BA><U+03CC><U+03BB><U+03B1><U+03BF><U+03C2> <U+03A0><U+03B5><U+03C4><U+03C1><U+03AC><U+03BA><U+03B7><U+03C2>","2002-01-01","Thessaloniki","21",NA,"Greece","midfield - Right Midfield","left",NA,"Paniliakos Pyrgos","2022-08-04","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/nikolaos-petrakis/profil/spieler/877564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandros Bitsakos","<U+0391><U+03BB><U+03AD><U+03BE><U+03B1><U+03BD><U+03B4><U+03C1><U+03BF><U+03C2> <U+039C><U+03C0><U+03B9><U+03C4><U+03C3><U+03AC><U+03BA><U+03BF><U+03C2>","1991-12-23","Korinthos","31",1.83,"Greece","midfield - Defensive Midfield","right","no agent","PAS Korinthos","2022-08-06","2023-06-30",NA,NA,NA,NA,NA,"2013-03-28","https://www.transfermarkt.com/alexandros-bitsakos/profil/spieler/234463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juan Mattea","Juan Ignacio Mattea","1996-05-02","Rio Cuarto, Cordoba","26",1.74,"Argentina Italy","midfield - Left Midfield",NA,NA,"AO Egaleo","2023-01-24","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/juan-mattea/profil/spieler/743393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giannis Kopitsis","<U+0393><U+03B9><U+03AC><U+03BD><U+03BD><U+03B7><U+03C2> <U+039A><U+03BF><U+03C0><U+03B9><U+03C4><U+03C3><U+03AE><U+03C2>","2001-10-26",NA,"21",NA,"Greece","midfield - Attacking Midfield",NA,NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/giannis-kopitsis/profil/spieler/618522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Tzovaras","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+03A4><U+03B6><U+03BF>�<U+03AC><U+03C1><U+03B1><U+03C2>","1999-11-03","Volos","23",1.86,"Greece","Attack - Left Winger","left","LA Football Consulting","Atromitos Athen","2022-01-14","2024-06-30",NA,NA,"http://www.instagram.com/tzovaras11/",NA,NA,"2022-11-07","https://www.transfermarkt.com/georgios-tzovaras/profil/spieler/369111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sergio Gonz�lez","Sergio Fabi�n Gonz�lez","1995-04-05","Lamarque","27",1.78,"Argentina","Attack - Centre-Forward","right","PANDA SPORT MANAGEMENT","Mushuc Runa SC","2023-01-24",NA,NA,NA,NA,NA,1800000,"2016-08-08","https://www.transfermarkt.com/sergio-gonzalez/profil/spieler/359148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Rojano","Antonio Ra�l Rojano","1991-04-27","Salliquelo","31",1.79,"Argentina","Attack - Centre-Forward","right",NA,"Niki Volou","2019-08-24","2023-06-30","2022-06-07",NA,NA,NA,NA,"2011-01-01","https://www.transfermarkt.com/antonio-rojano/profil/spieler/139067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lucas Garc�a","Lucas Gabriel L�pez Garc�a","1988-01-13","San Mart�n","35",1.68,"Argentina","Attack - Left Winger","left","no agent","Iraklis Larisas","2023-01-26","2023-06-30",NA,NA,NA,NA,NA,"2011-11-10","https://www.transfermarkt.com/lucas-garcia/profil/spieler/200470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"�lex Cruz","Alejandro Cruz Rodr�guez","1990-06-17","Mog�n","32",1.65,"Spain","Attack - Right Winger","right",NA,"UD San Fernando","2021-07-28","2023-06-30",NA,NA,NA,NA,NA,"2011-02-08","https://www.transfermarkt.com/alex-cruz/profil/spieler/92939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apostolos Tsiolis","<U+0391><U+03C0><U+03CC><U+03C3><U+03C4><U+03BF><U+03BB><U+03BF><U+03C2> <U+03A4><U+03C3><U+03B9><U+03CE><U+03BB><U+03B7><U+03C2>","1996-12-10","Trikala","26",1.76,"Greece","Attack - Left Winger","right","GTSports Consulting","PO Fikis","2023-01-12","2023-06-30",NA,NA,NA,NA,NA,"2013-12-27","https://www.transfermarkt.com/apostolos-tsiolis/profil/spieler/281040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Athanasios Pantos","<U+0391><U+03B8><U+03B1><U+03BD><U+03AC><U+03C3><U+03B9><U+03BF><U+03C2> <U+03A0><U+03AC><U+03BD><U+03C4><U+03BF><U+03C2>","1998-10-09","Athen","24",1.9,"Greece","Goalkeeper",NA,NA,"Athens Kallithea FC","2020-07-31","2023-06-30","2021-09-17",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/athanasios-pantos/profil/spieler/402644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anastasios Kourepinis","<U+0391><U+03BD><U+03B1><U+03C3><U+03C4><U+03AC><U+03C3><U+03B9><U+03BF><U+03C2> <U+039A><U+03BF><U+03C5><U+03C1><U+03B5><U+03C0><U+03AF><U+03BD><U+03B7><U+03C2>","1991-08-01",NA,"31",NA,"Greece","Goalkeeper",NA,NA,"Without Club","2021-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/anastasios-kourepinis/profil/spieler/668553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michalis Kouroupakis","<U+039C><U+03B9><U+03C7><U+03AC><U+03BB><U+03B7><U+03C2> <U+039A><U+03BF><U+03C5><U+03C1><U+03BF><U+03C5><U+03C0><U+03AC><U+03BA><U+03B7><U+03C2>","1994-08-25",NA,"28",1.89,"Greece","Goalkeeper","right","Innova Sports Management","Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/michalis-kouroupakis/profil/spieler/879549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Kalyvas","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039A><U+03B1><U+03BB><U+03CD>�<U+03B1><U+03C2>","1996-07-25",NA,"26",NA,"Greece","Defender - Centre-Back",NA,NA,"Panionios Athens","2022-07-23","2023-06-30",NA,NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/georgios-kalyvas/profil/spieler/690071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Kritikos","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039A><U+03C1><U+03B7><U+03C4><U+03B9><U+03BA><U+03CC><U+03C2>","1992-08-24","Athens","30",1.88,"Greece","Defender - Centre-Back","right",NA,"Aris Petroupolis","2023-01-31","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-kritikos/profil/spieler/590200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitrios Theodorakis","<U+0394><U+03B7>�<U+03AE><U+03C4><U+03C1><U+03B9><U+03BF><U+03C2> <U+0398><U+03B5><U+03BF><U+03B4><U+03C9><U+03C1><U+03AC><U+03BA><U+03B7><U+03C2>","1995-08-17",NA,"27",1.89,"Greece","Defender - Centre-Back","right","THE LEGION AGENCY","Almyros Gaziou","2023-01-05","2023-06-30",NA,NA,NA,NA,NA,"2019-06-11","https://www.transfermarkt.com/dimitrios-theodorakis/profil/spieler/456377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gerasimos Papangelis","<U+0393><U+03B5><U+03C1><U+03AC><U+03C3><U+03B9>�<U+03BF><U+03C2> <U+03A0><U+03B1><U+03C0><U+03B1><U+03B3><U+03B3><U+03B5><U+03BB><U+03AE><U+03C2>","1997-06-24","Levidi","25",1.81,"Greece","Defender - Left-Back","left","GF Scouter","AO Karavas","2022-08-27","2023-06-30",NA,NA,NA,NA,NA,"2018-04-26","https://www.transfermarkt.com/gerasimos-papangelis/profil/spieler/357192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christoforos Karagiannis","<U+03A7><U+03C1><U+03B9><U+03C3><U+03C4><U+03CC><U+03C6><U+03BF><U+03C1><U+03BF><U+03C2> <U+039A><U+03B1><U+03C1><U+03B1><U+03B3><U+03B9><U+03AC><U+03BD><U+03BD><U+03B7><U+03C2>","1999-12-09","Athens","23",1.75,"Greece","Defender - Right-Back","right",NA,"OF Ierapetras","2022-08-26","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/christoforos-karagiannis/profil/spieler/586722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilias Ropas","<U+0397><U+03BB><U+03AF><U+03B1><U+03C2> <U+03A1><U+03CC><U+03C0><U+03B1><U+03C2>","1995-02-14",NA,"27",1.81,"Greece","Defender - Left-Back","left",NA,"APO Keratsini","2023-02-01","2023-06-30",NA,"Mizuno",NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/ilias-ropas/profil/spieler/331674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pavlos Moustafidis","<U+03A0><U+03B1><U+03CD><U+03BB><U+03BF><U+03C2> <U+039C><U+03BF><U+03C5><U+03C3><U+03C4><U+03B1><U+03C6><U+03AF><U+03B4><U+03B7><U+03C2>","1986-06-30","Kendau","36",1.81,"Greece","Defender - Centre-Back","right",NA,"GS Marko","2021-08-21","2023-06-30","2022-07-12",NA,NA,NA,NA,"2013-03-28","https://www.transfermarkt.com/pavlos-moustafidis/profil/spieler/34295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilberto Gega",NA,"2002-10-24",NA,"20",1.84,"Albania","Defender - Left-Back","left",NA,"GS Marko","2022-07-14","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/gilberto-gega/profil/spieler/711153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anastasios Boskouidis","<U+0391><U+03BD><U+03B1><U+03C3><U+03C4><U+03AC><U+03C3><U+03B9><U+03BF><U+03C2> <U+039C><U+03C0><U+03BF><U+03C3><U+03BA><U+03BF><U+03C5><U+03AF><U+03B4><U+03B7><U+03C2>","2001-02-28","Nikea","21",1.86,"Greece","Defender - Centre-Back",NA,NA,"APO Fostiras","2021-10-07",NA,NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/anastasios-boskouidis/profil/spieler/537946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orestis Tsintonis","<U+039F><U+03C1><U+03AD><U+03C3><U+03C4><U+03B7><U+03C2> <U+03A4><U+03C3><U+03B9><U+03BD><U+03C4><U+03CE><U+03BD><U+03B7><U+03C2>","1999-03-16",NA,"23",1.87,"Greece","midfield - Central Midfield",NA,"Zafi Agent","Athens Kallithea FC","2021-03-01","2023-06-30","2022-01-22",NA,NA,NA,NA,"2022-06-27","https://www.transfermarkt.com/orestis-tsintonis/profil/spieler/583628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braima Cand�",NA,"1995-09-04","Bissau","27",1.82,"Portugal Guinea-Bissau","midfield - Defensive Midfield","right",NA,"Without Club","2022-07-01",NA,NA,NA,NA,NA,NA,"2018-04-26","https://www.transfermarkt.com/braima-cande/profil/spieler/257375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gertin Hoxhalli","<U+0393><U+03BA><U+03B5><U+03C1><U+03C4><U+03AF><U+03BD> <U+03A7><U+03BF><U+03C4><U+03B6><U+03AC><U+03BB><U+03BB><U+03B9>","1996-11-05","Kor��","26",1.75,"Albania Greece","midfield - Attacking Midfield","left",NA,"AO Egaleo","2021-09-03","2023-06-30","2022-08-14",NA,NA,NA,NA,"2018-04-26","https://www.transfermarkt.com/gertin-hoxhalli/profil/spieler/256698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ilias Stavrou","<U+0397><U+03BB><U+03AF><U+03B1><U+03C2> <U+03A3><U+03C4><U+03B1><U+03CD><U+03C1><U+03BF><U+03C5>","1989-11-06","Athens","33",1.79,"Greece","midfield - Central Midfield","left",NA,"Ethnikos Piraeus","2022-10-03","2023-06-30",NA,NA,NA,NA,NA,"2012-11-21","https://www.transfermarkt.com/ilias-stavrou/profil/spieler/164723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacques Alberto Ngwem","Jacques Alberto Ngwem Ngwem","1992-08-03","Eseka","30",1.86,"Cameroon","midfield - Defensive Midfield","right","Innova Sports Management","Almyros Gaziou","2021-09-07","2023-06-30","2022-07-01",NA,NA,NA,NA,"2019-12-28","https://www.transfermarkt.com/jacques-alberto-ngwem/profil/spieler/235648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luka Stevanovic","<U+041B><U+0443><U+043A><U+0430> <U+0421><U+0442><U+0435><U+0432><U+0430><U+043D><U+043E><U+0432><U+0438><U+045B>","1998-12-25","Novi Sad","24",1.86,"Serbia","midfield - Central Midfield","right",NA,"Eolikos Mytilinis","2022-08-08","2024-06-30",NA,NA,NA,NA,NA,"2019-01-14","https://www.transfermarkt.com/luka-stevanovic/profil/spieler/619783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dimitrios Pantelidis","<U+0394><U+03B7>�<U+03AE><U+03C4><U+03C1><U+03B9><U+03BF><U+03C2> <U+03A0><U+03B1><U+03BD><U+03C4><U+03B5><U+03BB><U+03AF><U+03B4><U+03B7><U+03C2>","1990-08-31","Pir�us","32",1.83,"Greece","midfield - Defensive Midfield","right",NA,"Proodeftiki Neolea","2022-07-22","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/dimitrios-pantelidis/profil/spieler/474883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Fekkas","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+03A6><U+03AD><U+03BA><U+03BA><U+03B1><U+03C2>","2001-05-24","Vyronas","21",1.78,"Greece","midfield - Attacking Midfield","both",NA,"APO Fostiras","2022-10-22","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-fekkas/profil/spieler/537955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Stoupis","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+03A3><U+03C4><U+03BF><U+03CD><U+03C0><U+03B7><U+03C2>","1994-12-16",NA,"28",NA,"Greece","midfield - Attacking Midfield",NA,NA,"Panionios Athens","2022-08-05","2023-06-30",NA,NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/georgios-stoupis/profil/spieler/878401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stelios Pikoulis","<U+03A3><U+03C4><U+03AD><U+03BB><U+03B9><U+03BF><U+03C2> <U+03A0><U+03AF><U+03BA><U+03BF><U+03C5><U+03BB><U+03B7><U+03C2>","2001-01-13",NA,"22",NA,"Greece","midfield",NA,NA,"GS Marko","2021-07-01","2023-06-30","2022-07-27",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/stelios-pikoulis/profil/spieler/893138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgios Kaftiranis","<U+0393><U+03B5><U+03CE><U+03C1><U+03B3><U+03B9><U+03BF><U+03C2> <U+039A><U+03B1><U+03C6><U+03C4><U+03B7><U+03C1><U+03AC><U+03BD><U+03B7><U+03C2>","1998-07-31",NA,"24",NA,"Greece","midfield",NA,NA,"Eolikos Mytilinis","2022-10-28","2023-06-30",NA,NA,NA,NA,NA,NA,"https://www.transfermarkt.com/georgios-kaftiranis/profil/spieler/548243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charalabos Samios","<U+03A7><U+03B1><U+03C1><U+03AC><U+03BB><U+03B1>�<U+03C0><U+03BF><U+03C2> <U+03A3><U+03AC>�<U+03B9><U+03BF><U+03C2>","1994-01-01",NA,"29",1.85,"Greece","Attack - Right Winger","right",NA,"Ethnikos Piraeus","2021-08-27","2023-06-30","2022-07-28",NA,NA,NA,NA,"2021-06-28","https://www.transfermarkt.com/charalabos-samios/profil/spieler/879541","Amateur contract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
